Date;Open;High;Low;Close;Volume
2010-01-04 16:56:00;37,56762146;37,93762146;37,43762146;37,93762146;13303743,87
2010-01-05 16:56:00;38,15421972;38,20421972;37,57421972;37,77421972;21396519,48
2010-01-06 16:56:00;38,10535714;38,80535714;38,10535714;38,80535714;18720547,15
2010-01-07 16:56:00;36,54592902;36,72592902;36,34592902;36,42592902;10964646,19
2010-01-08 16:56:00;35,24778748;35,47778748;34,94778748;35,03778748;14624078,31
2010-01-11 16:56:00;36,48372089;36,61372089;35,89372089;36,10372089;15317799,19
2010-01-12 16:56:00;39,43442744;39,52442744;38,88442744;39,20442744;14886395,59
2010-01-13 16:56:00;35,89270268;36,07270268;35,17270268;35,63270268;23228166,33
2010-01-14 16:56:00;33,72756685;33,90756685;33,00756685;33,11756685;20073355,9
2010-01-15 16:56:00;34,9966874;35,5266874;34,9366874;35,1766874;21168911,8
2010-01-18 16:56:00;34,5565271;35,3265271;34,4265271;35,2065271;23168305,85
2010-01-19 16:56:00;34,45911846;34,65911846;34,24911846;34,38911846;16895763,21
2010-01-20 16:56:00;36,32812821;36,37812821;35,48812821;35,67812821;18757743,55
2010-01-21 16:56:00;37,78715307;37,90715307;36,49715307;36,53715307;24553005,21
2010-01-22 16:56:00;34,54159763;35,23159763;34,49159763;35,18159763;19025224,57
2010-01-26 16:56:00;33,36786624;33,41786624;32,72786624;32,97786624;20281311,78
2010-01-27 16:56:00;36,0712243;36,4612243;35,6812243;36,2812243;19908587,14
2010-01-28 16:56:00;33,42411164;33,51411164;32,69411164;33,43411164;13819247,83
2010-01-29 16:56:00;34,54570267;34,81570267;33,69570267;33,93570267;16106857,97
2010-02-01 16:56:00;31,200288;31,400288;30,810288;31,210288;15869425,59
2010-02-02 16:56:00;32,86200086;33,02200086;32,41200086;32,45200086;15289598,38
2010-02-03 16:56:00;32,10085441;32,23085441;31,78085441;32,09085441;16090996,21
2010-02-04 16:56:00;33,62048691;33,72048691;31,90048691;32,08048691;24280226,32
2010-02-05 16:56:00;33,9096134;34,3796134;32,8296134;33,6296134;29033590,19
2010-02-08 16:56:00;33,83125798;34,29125798;33,45125798;33,77125798;18684508,56
2010-02-09 16:56:00;31,31960328;31,79960328;31,21960328;31,35960328;18103998,27
2010-02-10 16:56:00;31,23281099;31,63281099;30,67281099;31,54281099;21909769,53
2010-02-11 16:56:00;33,55129239;34,13129239;33,39129239;34,02129239;24111000,19
2010-02-12 16:56:00;33,25682476;34,27682476;33,20682476;34,05682476;19127009,22
2010-02-17 16:56:00;32,9601833;33,0701833;32,6001833;32,8201833;16622563,03
2010-02-18 16:56:00;34,7862428;35,2362428;34,3662428;35,2362428;17017767,15
2010-02-19 16:56:00;33,63145285;33,86145285;33,37145285;33,56145285;11889342,11
2010-02-22 16:56:00;35,53455669;35,92455669;35,44455669;35,68455669;19817445,63
2010-02-23 16:56:00;36,15624682;36,39624682;35,74624682;35,93624682;16937437,57
2010-02-24 16:56:00;33,37216948;33,43216948;32,72216948;33,02216948;13561313,29
2010-02-25 16:56:00;35,57336258;36,59336258;35,35336258;36,47336258;18650069,13
2010-02-26 16:56:00;31,8751796;32,0351796;31,4951796;31,8951796;17804380,32
2010-03-01 16:56:00;36,56422715;36,79422715;36,16422715;36,67422715;16959405,4
2010-03-02 16:56:00;36,12561042;36,39561042;35,99561042;35,99561042;17108166,92
2010-03-03 16:56:00;35,94218202;36,48218202;35,71218202;35,81218202;19957393,76
2010-03-04 16:56:00;35,00591881;35,10591881;34,42591881;34,81591881;14069270,27
2010-03-05 16:56:00;38,00681177;38,23681177;37,71681177;38,12681177;28235039,51
2010-03-08 16:56:00;36,39730957;36,44730957;35,86730957;36,15730957;15902192,54
2010-03-09 16:56:00;33,63486441;34,98486441;33,59486441;34,63486441;68696328,96
2010-03-10 16:56:00;36,20058706;36,48058706;35,97058706;36,32058706;32196389,95
2010-03-11 16:56:00;38,83786737;39,37786737;38,71786737;38,95786737;19449639,27
2010-03-12 16:56:00;34,71018488;34,92018488;34,57018488;34,57018488;13940266,24
2010-03-15 16:56:00;34,70302934;35,17302934;34,41302934;34,71302934;19839705,22
2010-03-17 16:56:00;41,39461065;41,44461065;40,89461065;41,11461065;10298350,79
2010-03-18 16:56:00;38,64205229;38,90205229;38,26205229;38,52205229;12061693,99
2010-03-19 16:56:00;35,05019812;35,14019812;34,21019812;34,28019812;24306539,82
2010-03-22 16:56:00;36,24573216;36,99573216;36,13573216;36,87573216;13489011,11
2010-03-23 16:56:00;36,453597;36,493597;35,783597;35,893597;17206954,98
2010-03-24 16:56:00;36,45862139;37,22862139;36,25862139;36,74862139;18683474,22
2010-03-25 16:56:00;38,14699433;38,24699433;37,01699433;37,01699433;17698938,17
2010-03-26 16:56:00;36,74220471;36,88220471;35,63220471;35,83220471;28820122,91
2010-03-29 16:56:00;33,41857808;33,87857808;32,79857808;33,57857808;19312737,53
2010-03-30 16:56:00;34,85784671;35,06784671;34,52784671;34,56784671;12366030,41
2010-03-31 16:56:00;36,32439121;37,11439121;36,23439121;37,11439121;16551869,4
2010-04-01 16:56:00;37,16955964;37,40955964;37,05955964;37,25955964;13721801,03
2010-04-05 16:56:00;35,38416809;35,68416809;35,25416809;35,44416809;12120280,07
2010-04-06 16:56:00;34,49987752;34,98987752;34,40987752;34,65987752;13410252,63
2010-04-07 16:56:00;36,47675025;36,77675025;36,12675025;36,33675025;15079326,19
2010-04-09 16:56:00;33,9501014;34,2401014;33,3801014;33,3801014;17017813,18
2010-04-12 16:56:00;34,37527447;34,55527447;33,40527447;33,51527447;29883509,61
2010-04-13 16:56:00;32,00689888;32,12689888;31,43689888;31,72689888;19661435,37
2010-04-14 16:56:00;34,0667849;34,2567849;33,8167849;34,0167849;17377826,36
2010-04-15 16:56:00;34,02151032;34,19151032;33,28151032;33,34151032;43408698,69
2010-04-16 16:56:00;34,65805838;34,73805838;33,87805838;34,10805838;48889368,04
2010-04-19 16:56:00;35,47498397;36,42498397;35,38498397;36,42498397;23996275,71
2010-04-20 16:56:00;35,33134417;35,83134417;35,33134417;35,83134417;22158832,59
2010-04-22 16:56:00;34,57096066;34,71096066;34,08096066;34,53096066;19873133,83
2010-04-23 16:56:00;30,49333471;30,92333471;30,46333471;30,92333471;12312671,03
2010-04-26 16:56:00;32,36255537;32,44255537;31,57255537;31,57255537;13810305,2
2010-04-27 16:56:00;30,48463988;30,51463988;29,51463988;29,51463988;23019616,95
2010-04-28 16:56:00;31,0675409;31,7475409;30,6475409;31,1375409;17380589,66
2010-04-29 16:56:00;32,4066037;32,6666037;32,0866037;32,5866037;11932996,39
2010-04-30 16:56:00;30,48405338;30,87405338;30,23405338;30,47405338;15688008,79
2010-05-04 16:56:00;32,00283802;32,07283802;30,71283802;31,24283802;39268281,41
2010-05-05 16:56:00;28,15923585;28,96923585;27,91923585;28,36923585;29471169,16
2010-05-06 16:56:00;30,81414121;31,50414121;29,02414121;30,53414121;32015508,61
2010-05-07 16:56:00;30,27368012;30,59368012;29,42368012;30,03368012;24546014,92
2010-05-10 16:56:00;30,39675849;30,49675849;29,54675849;29,54675849;20988108,62
2010-05-11 16:56:00;29,64829181;30,10829181;29,42829181;29,44829181;17334636,28
2010-05-12 16:56:00;30,44852829;30,49852829;30,16852829;30,39852829;15380959,24
2010-05-13 16:56:00;30,9216386;31,1316386;30,6716386;30,7216386;16122769,6
2010-05-14 16:56:00;29,09134031;29,40134031;28,61134031;29,39134031;24270264,76
2010-05-17 16:56:00;30,23857698;30,42857698;29,59857698;29,88857698;26531015,12
2010-05-18 16:56:00;32,09706843;32,11706843;31,14706843;31,19706843;17679380,34
2010-05-19 16:56:00;28,68742167;29,24742167;28,32742167;28,32742167;25227238,15
2010-05-20 16:56:00;30,49623951;30,59623951;29,92623951;29,92623951;25639448,12
2010-05-21 16:56:00;27,97593615;28,54593615;27,62593615;28,07593615;28528898,38
2010-05-24 16:56:00;26,01838615;26,39838615;25,71838615;25,76838615;14996109,09
2010-05-25 16:56:00;26,23204948;26,65204948;25,93204948;26,48204948;24219409,06
2010-05-26 16:56:00;26,6553372;27,0553372;26,2653372;26,6853372;20468881,44
2010-05-27 16:56:00;26,94597174;27,36597174;26,84597174;27,25597174;18333085,05
2010-05-28 16:56:00;28,93274015;29,27274015;28,73274015;29,27274015;20301487,26
2010-05-31 16:56:00;30,53732698;31,92732698;30,53732698;31,92732698;14270433,99
2010-06-01 16:56:00;32,26414614;32,95414614;31,74414614;31,91414614;25987856,5
2010-06-02 16:56:00;27,96509425;28,67509425;27,96509425;28,42509425;13859458,55
2010-06-04 16:56:00;26,93065259;27,74065259;26,81065259;27,31065259;15178153,49
2010-06-07 16:56:00;29,20628114;29,83628114;29,08628114;29,27628114;16452003,63
2010-06-08 16:56:00;29,70169992;29,97169992;29,38169992;29,60169992;16120744,63
2010-06-09 16:56:00;28,93776353;29,41776353;28,58776353;28,58776353;20135019,62
2010-06-10 16:56:00;30,15294183;30,40294183;29,91294183;30,05294183;17889687,33
2010-06-11 16:56:00;27,46324881;27,59324881;27,19324881;27,39324881;11613880,77
2010-06-14 16:56:00;30,67882764;30,71882764;29,79882764;29,82882764;15282604,28
2010-06-15 16:56:00;30,35459772;30,49459772;29,98459772;30,25459772;12607970,28
2010-06-16 16:56:00;27,49558352;28,44558352;27,44558352;28,29558352;24437192,6
2010-06-21 16:56:00;27,2246745;27,4846745;26,8946745;26,9146745;23758158,37
2010-06-22 16:56:00;26,1753837;26,4053837;25,7953837;25,8953837;19578272,21
2010-06-23 16:56:00;27,08178112;27,21178112;26,24178112;26,38178112;24118226,9
2010-06-24 16:56:00;26,81702086;26,81702086;25,85702086;25,85702086;21828963,85
2010-06-28 16:56:00;26,09845986;26,23845986;25,51845986;25,59845986;7279016,921
2010-06-29 16:56:00;28,15769952;28,25769952;27,86769952;27,98769952;16291157,15
2010-06-30 16:56:00;26,95648739;27,49648739;26,81648739;26,85648739;18010872,84
2010-07-01 16:56:00;25,68908813;25,78908813;24,88908813;25,02908813;18632330,33
2010-07-02 16:56:00;26,21522361;26,48522361;26,01522361;26,26522361;10088325,74
2010-07-05 16:56:00;28,80564573;29,07564573;28,56564573;28,56564573;6883724,826
2010-07-06 16:56:00;27,28572747;27,58572747;27,04572747;27,33572747;15896291,29
2010-07-08 16:56:00;27,05502106;27,21502106;26,78502106;27,15502106;10498076,26
2010-07-12 16:56:00;25,32261642;25,44261642;24,88261642;24,93261642;9365005,283
2010-07-13 16:56:00;28,63757018;28,72757018;28,30757018;28,53757018;12667210,16
2010-07-14 16:56:00;27,74539071;28,09539071;27,62539071;27,99539071;11099826,7
2010-07-15 16:56:00;26,28482699;26,28482699;25,85482699;26,09482699;7913880,681
2010-07-16 16:56:00;30,85633434;30,90633434;30,52633434;30,65633434;9806024,311
2010-07-19 16:56:00;26,36079573;26,57079573;26,19079573;26,46079573;12468797,07
2010-07-20 16:56:00;26,82179544;27,87179544;26,76179544;27,70179544;16035408,12
2010-07-21 16:56:00;25,87447075;26,09447075;25,43447075;25,54447075;11651779,75
2010-07-22 16:56:00;26,4805299;26,9205299;26,3205299;26,6205299;13382704,76
2010-07-23 16:56:00;26,85230363;26,91230363;26,45230363;26,65230363;12762024,89
2010-07-26 16:56:00;28,67334858;28,92334858;28,58334858;28,78334858;7666022,003
2010-07-27 16:56:00;29,46748992;29,62748992;29,32748992;29,44748992;10359354,85
2010-07-28 16:56:00;28,75077883;28,85077883;28,53077883;28,60077883;11317107,42
2010-07-29 16:56:00;28,68188143;28,79188143;28,47188143;28,58188143;10324527,29
2010-07-30 16:56:00;26,56769123;26,83769123;26,35769123;26,75769123;12928975,48
2010-08-02 16:56:00;24,83499136;25,42499136;24,81499136;25,30499136;17740219,12
2010-08-03 16:56:00;26,32779812;27,45779812;26,12779812;27,00779812;24018594,03
2010-08-04 16:56:00;29,11066588;29,29066588;28,81066588;29,09066588;20894744,13
2010-08-05 16:56:00;27,67642347;27,88642347;27,50642347;27,83642347;11125037,63
2010-08-06 16:56:00;28,60144923;28,85144923;28,34144923;28,49144923;11196586,53
2010-08-09 16:56:00;29,89000907;29,89000907;29,34000907;29,37000907;10274879,18
2010-08-10 16:56:00;24,60239722;24,60239722;24,16239722;24,39239722;16439672,02
2010-08-11 16:56:00;28,04536741;28,16536741;27,50536741;27,50536741;16895931,44
2010-08-12 16:56:00;28,41890962;28,89890962;28,23890962;28,56890962;13560332,89
2010-08-13 16:56:00;29,64416586;29,81416586;29,49416586;29,65416586;12344338,88
2010-08-16 16:56:00;29,54037553;29,73037553;29,52037553;29,54037553;15292911,81
2010-08-17 16:56:00;30,305726;31,095726;30,305726;30,845726;15546342,75
2010-08-18 16:56:00;28,26112656;28,32112656;27,58112656;27,65112656;20458394,46
2010-08-19 16:56:00;26,6424911;27,1224911;26,4424911;26,5124911;26365818,56
2010-08-20 16:56:00;26,16773346;26,49773346;25,97773346;26,19773346;17204825,44
2010-08-23 16:56:00;25,81427724;26,08427724;25,55427724;25,55427724;10445115,53
2010-08-24 16:56:00;27,03855035;27,38855035;26,67855035;26,67855035;15741964,99
2010-08-25 16:56:00;27,31054908;27,53054908;26,74054908;27,32054908;21490797,01
2010-08-26 16:56:00;28,27814769;28,27814769;27,27814769;27,27814769;22021940,22
2010-08-27 16:56:00;25,96577176;26,60577176;25,63577176;26,57577176;14878776,51
2010-08-31 16:56:00;28,30370412;28,84370412;28,30370412;28,84370412;15881290,78
2010-09-02 16:56:00;26,86977277;28,12977277;26,71977277;27,57977277;26761467,63
2010-09-03 16:56:00;28,18158175;28,80158175;27,93158175;28,68158175;46190272,71
2010-09-06 16:56:00;29,05351118;29,16351118;28,50351118;28,96351118;19635687,66
2010-09-08 16:56:00;29,79145329;29,96145329;29,27145329;29,31145329;32338543,59
2010-09-10 16:56:00;26,38175505;26,82175505;26,29175505;26,40175505;16665363,13
2010-09-13 16:56:00;26,25768938;26,82768938;26,05768938;26,80768938;24171042,88
2010-09-14 16:56:00;29,57855635;29,95855635;28,23855635;28,23855635;39196734,19
2010-09-15 16:56:00;25,81020617;26,41020617;25,56020617;26,26020617;40928456,41
2010-09-16 16:56:00;25,79925052;26,36925052;25,73925052;26,04925052;20305412,76
2010-09-17 16:56:00;25,0055785;25,4155785;24,9755785;25,3155785;18012579,55
2010-09-21 16:56:00;28,38362478;28,51362478;27,61362478;27,61362478;28615328,38
2010-09-23 16:56:00;29,26287929;30,80287929;29,26287929;30,14287929;55285584,42
2010-09-24 16:56:00;30,37299838;30,41299838;29,62299838;29,62299838;85873753,26
2010-09-27 16:56:00;26,32987979;26,67987979;26,03987979;26,48987979;57987917,19
2010-09-28 16:56:00;27,57820189;27,70820189;27,26820189;27,51820189;34634087,97
2010-09-29 16:56:00;27,48166648;28,38166648;27,42166648;28,38166648;77343522,79
2010-09-30 16:56:00;26,42556329;26,72556329;25,99556329;26,06556329;35377460,19
2010-10-01 16:56:00;27,55350545;27,67350545;27,28350545;27,47350545;22431210,64
2010-10-04 16:56:00;29,46987095;29,83987095;29,33987095;29,36987095;25001083,17
2010-10-05 16:56:00;25,83302512;25,84302512;25,00302512;25,22302512;42377919,19
2010-10-06 16:56:00;27,56787504;27,65787504;26,35787504;26,62787504;67569174,56
2010-10-07 16:56:00;27,88733554;27,88733554;26,47733554;27,13733554;59209423,45
2010-10-08 16:56:00;28,89422509;29,68422509;28,56422509;29,68422509;32670706,12
2010-10-11 16:56:00;25,24617395;25,35617395;24,92617395;24,99617395;14338494,47
2010-10-13 16:56:00;25,20028294;25,27028294;24,76028294;24,89028294;30155996,2
2010-10-14 16:56:00;27,46532762;28,24532762;27,24532762;28,24532762;40386362,52
2010-10-15 16:56:00;26,61879255;26,72879255;26,26879255;26,37879255;26690855,85
2010-10-18 16:56:00;26,03061908;26,38061908;25,85061908;26,28061908;28001788,54
